text,label,label_name
 per mery pas abhi pesy nai hain 👻👻,1,Normal
rt : allah ham sabke maa baap ko sehatyaab kare,1,Normal
#article6forptmleadership  lanat ha is ptm kutton par,0,Abusive/Offensive
"i don't understand what's causing you to retaliate so much? there's no denying that zab rallied the anti-ahmadiya stance. zia wasn't any better either is all i am saying. also, that's not even the point of this tweet.",1,Normal
abe bharwe ki aulad truck fatah tum ja ke cow mata ka mot pe aao india see.yan phir pakistan mein aao cow ka gosht mot mein tarka laga kar khelatey hein.,2,Religious Hate
"tab tweet karna yaad nahi aaya jab ""islamic jehad"" group ne 200 rocket mare. sanatani hor yahoodi kya insaan nahi hain, unke bacche nahi hain kya.  shanti se rahenge, ""kehna hor rehna"" alag alag matlab hota hai.  ""karoge to bharoge"" allah ka niyam hai.🙏",1,Normal
 i think ye aap he hein 😂,1,Normal
rt : their names are the abuse themselves shahzeb haramzada hamid fuckeer salem lifafi ghareeda yahoodi,2,Religious Hate
yeh to islah ka round hy. islah ho gai to theek warnaa qandeel baloch ka anjam yad rakhna chayey.,3,Sexism
 ye bh subha ki news thi...,1,Normal
apne baap manmohan singh se ye baat pucha tha kabhi #nirbhaya case ke baad? ki har chiz ke liye sirf modi yaad aate hain?,0,Abusive/Offensive
"you know.. here in malaysia, our prime minister organised an event to tackle the global ummah problem but he only called sunni leaders, and only addresses issue regarding rohingyan, gaza, syrian... uyghur and yemeni are pushed aside. shia too. much less ahmedi.  lmao.",1,Normal
q itni ugly hain aap ? 😂😂,3,Sexism
 g han main esay hi karti hun..😂,1,Normal
   tu de to sahi 🙂  jan churwani mushkil ho jani teri phr 😌😂  na cherr malanga nu,1,Normal
achaa sb points valid hain. is ka solution kya kya jaa skta ?,1,Normal
"bilawal sadda hijra, ho jamallo!!!",3,Sexism
wo in ki domain my nhn khiyali wala pul wo koi federal government nha ko grant dy ga tu masla hul hona,1,Normal
"sawal pucha tha k konsa madinay ka kanoon aya hai? aur tunay mujhe patwari keh diya. chal yahoodi agent k pilay, ab bta teray khuda imran khan ny dedh saal mein konsa madinay ka kanoon lanay ki koshish ki bhi hai??",2,Religious Hate
lahore final mein pahonchay ga..rana fawad ko heart attack hojai ga😉,1,Normal
sunni killing a shia....what's new?  thank god he wasn't a ahmedi muslim otherwise the motive would have been to acquire a passport to migrate to western countries and continue their islamic jihadi work after retirement,2,Religious Hate
chatni bhi rishte ma ha,1,Normal
ap sab ka shukria mera mood khushghawaar kar dia 😔😔,1,Normal
insaan k 3 chehry hoty hein 1 wo apni family ko dikhata hai or 1 wo apny doston ko dikhata hai or 1 wo kisi ko nahi dikhata yehe uska asal chehra hota hai,1,Normal
"ab q nahe aya ap ka tweet, bhang to nahe lay li jo aaj is jahil ahmaq gadhay chor corrupt insan k behuda byan pe is se sawa nahe kia!!??  bhens",0,Abusive/Offensive
bhai bat chance ki nhi khouf e khuda ar ahsas ki ha ar ap isko favor kar rahy hain jo qandeel k sath barabar k gunahgar ha dono ko saza bhi shariyt k hisab say baraber milni chya thi magar.....,3,Sexism
 meri apni ho jaaye baad mein aap logun ka number aaye ga..😂😂,1,Normal
*mom dad arguing* me - kya hua papa kyaa baat ho gyii  dad - kuch ni yrr ye pagal h kuch bhi bolegi .. me - mummy kya huaa mummy - unhi se puch pagalo vaali baat krte rahenge. me (angry) - bhenchod koi to bta do . . *dono ne gussa utara h🤕*,4,Profane/Untargeted
"rt : du'n call us ""beghairt"" , we jus hvn't learned !! ""how to gv up on our failures"".😆",4,Profane/Untargeted
roads ko choro tmne account bas negativity philane kai liye banaya hai ... ,1,Normal
love you sir... mgr kia itna dard bhara end krna zarori tha ? 3 din bukhar e ni utra.....,1,Normal
 o bhai wahan bhja hai link.. msg p.. over na hua karen,1,Normal
"rt : bhenchod im done,untargeted",4,Profane/Untargeted
hahahaha. 😂😂 phr bhe akmal ka nam nhai lene ka us beghairt ko jitne chance mile kisi aur ko milte world record banta,0,Abusive/Offensive
dekh aankhe khol k,1,Normal
ap us larki ki baat krna chahte hain jisne apni marzi se shadi ki...ye baat bhi sach he ke zbrdti bhi hota he lekin politics support isme koi nhi is waja se jam imran khan action uthata he to use yahoodi ka agent bolte hain main phir kehta hon mera bhi best freind hindu he....,1,Normal
ye insan ik chaaal haaa dostoo .........zra smj k chliye gaa...sb jaanty hn qadyaani kaafir hn ......ye sb k sentiments gain kr rhaa haa......bad me ye apna chehra dikhiye gaaa fasad kii shkal me.....in chaaalo sy hosyar rhy baseerat paida kry sb apny andr.. shukria...,2,Religious Hate
abe bharwe halala haram hai islam me aur 3 talaq bhi duniya ke 57 arab countries me se kisi me nhi hota ye...yaha ke kuch pagal jahil log hai jo aisa karte hai aur tumlogo me sati bhrun hatya bal vivah jaisa ghinauna ritual hai,0,Abusive/Offensive
aur ha hoshiyar most of the falling accident kidher hota hai malum hai kya 😂😂. metro se kuch nahe hoga internal transportation ke liye hai. most of th falling cases down side hote hai vasai virar kalyan dombivli and all. baap ko mat sikha,0,Abusive/Offensive
haan yaha to murdo ko nai chortay ap theek keh rey hain,1,Normal
hahahaha unhe dhodh ma sleeping pills pilla kar sola dain gain akhrot k sath 🙊🙊🙊🙊🙊,1,Normal
aj kuch aisa hoa  wo hmara pas hota hoa b pas na thy🔥 ,1,Normal
yahoodi ko hitler ne chora or general ne in jaajoon ko chor k dhkya k ye kai hain.😂,2,Religious Hate
 main toh aram say soi rehti hun kuch kehti bhi nhi hun..🥺,1,Normal
"do u feel they care for humiliation? beghairat log humiliated feel nahi karte, secondly he will go submitting after submitting bonds and will never come back, govt gets money n he gets released simple deal n no public feels bad, its my opinion i may be wrong",4,Profane/Untargeted
 any answer on tts with fake identities of mian sab ??? pls share something about money trail of london properties of mian sab,1,Normal
imran khan's speech summed up in a phrase. imran khan: bhenchodo mar bhi jaaou ab. ab qabar mei hi sukoon mileygaa tum ghareebou ko #imrankhan  #shehnaazgill  #hunarmandpakistan  #imrankhanpti #pakistan,4,Profane/Untargeted
*hzaron zakham asy thy k silty to achaa tha  bss tmhi ko hmny chaha tmhi milty to achaa tha *        😥😥😥😥😥😥😥😥😥,1,Normal
"sunao janab, pehle hi arz ki thi kuch nahi milne wala",1,Normal
ye kuttey ki nasal or retweet kar raha hai kanjer merasio ki tarha delete kar randi ki nasal,0,Abusive/Offensive
madarchod muslaman ki kaum madarchod saalo ka imaan nahi hai bheno ko chod te hai bhen ke lode harmazaade uskiye apni  maa ki chut bhi chodta hoga aur chuswata hoga logo se saare musalamaan raand ki olad islam ki maa ki chut,2,Religious Hate
 ussa yaqeen hi nai aa rha tha ka ma suna sakta ho 😂 uss na jazbati ho ka 3no suni mera sa 😂,1,Normal
 kon he akhir wo hasti😃,1,Normal
indian bhenchod jhootay hi rahe ge,0,Abusive/Offensive
why do all such girls meeting with mufti qavi?   will mufti be in news again or will #hareemshah end up like qandeel baloch? #hareem,1,Normal
randi hai to randi,3,Sexism
sun bhenchod salman say jyada koi charities or logo ki madadd nhii krta jakrr khi check kr lay gandu...bass bhokna hay,0,Abusive/Offensive
oh bahi.  junagarh mai konsi war hui indo-pak ki.    or secondly saichan pakistan ny conquer kia tah or kargil b pakistan ny conquer kia tah.    or bht sharam ki baat hy k app islamic republic of pakistan ko israel jesy yahodi mulq dy compare kr rhy hoo.,2,Religious Hate
uhhhh..... ooooooo acha acha acha loora choop bc,0,Abusive/Offensive
     hum b upset he huay hai us k sath daikh kar...,1,Normal
 ye kon hai bhai 😂😂,1,Normal
nayi ring pehnnay say puranay hath ka lams utar jata hai kya?,1,Normal
abay mein bhool he gaya tha samit patel england se hai accent se yaad aya.,1,Normal
"ham uncles tu, wesay  hi dray huy hain. aap kew dra rahi ho. 👋😜🌹🙏",1,Normal
abhi thori der mai apni behn ko b meri randi e kahoge,0,Abusive/Offensive
no no ye koi army ka headquarter nahi ye hamari parliament hai 😂 shame on  laanat tumhari qayadat per  tum log to wse he choopa master ho  ap ka qaoor nahi roh zanana hai #armyact,0,Abusive/Offensive
udr teri bhen zda zrurat h chl aa jldi idr tko chod ke au,0,Abusive/Offensive
ya apnay baap say 2 saal budi hai !!!! see that's a comedy gem right there for u know why cuz i was born with it,1,Normal
sir kis performance ki base par jagah banayen gay? keeping ki? qk batting karny to aap aaty nhi hain jaldi sy,1,Normal
  meri talab tha wo ik shakhs jo nahi mila mjhe hath dua se yun gira k sawal bhul gya,1,Normal
tu meri bhn ko chidega me teri bhen ko khali chod dunga kya usko bhi me chdunga🤣🤣🤣🤣,0,Abusive/Offensive
"ek bat bataun, reply karne se moat nahi ati kardia karo bhenchod.(2)",0,Abusive/Offensive
 ye zoya kon h?,1,Normal
     haha bro yh hmara charkview ha 😂 yahan koi khamosh ni hota,1,Normal
   maa behen ke baare me abhi tk baat nhi kiya jab shuru krunga to bol nahi payega tu samjha kya,0,Abusive/Offensive
tmkb mc tum toh bahubali ko bahut bakwaas bataya tha bsdk.duniya ka sabse bakwaas lathkhor aur sabse ganda gali soch le apne aap pe  .thoo hai bc,0,Abusive/Offensive
rt : me na jaon ga kabhi tjh chod k ye jan ly,1,Normal
baap lagty hain tmhary.,0,Abusive/Offensive
didnt feel like is that song of cricket league or a bhngra for #shadi😡😕 marzi ha #asimazhar apna bhi yh krna tha..  #tayyarhain,1,Normal
beghairat sirf apne ko 'peaceful' dikhany ki koshish krta hai,0,Abusive/Offensive
"    sir  baat kisi bhi cheez ki ho apki timing hi itni ""thori"" si ha 😂🤣",1,Normal
bc kon sa dhoom macha di sab ke sab charsi hi h kya congress me 😄😄,0,Abusive/Offensive
yaar aap jazbat daikhain bss😭,1,Normal
"cheater saala, jhoota ... masters kabi asi chutiyaa game nai khelty or na e sportsmanship par kalank lagaty hain!! 🙂 sorry   u are no more favourite 🙏",0,Abusive/Offensive
 yes totally agree..mgr yeh sab apki bi leadership py sae baithta,1,Normal
hijra they call it,1,Normal
awaam ne laat mari charsi ko    #showstopperasim,0,Abusive/Offensive
 actually howa ye ky aik din aik bachi my aik wrapper board py lagaya agley din dosri my phir ahista ahista sabney hi shuro kardeya ye kam,1,Normal
wtf sapnu bharwe,0,Abusive/Offensive
hahahahaahha madasrachaap halala ki paidaishðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£,2,Religious Hate
this is what was done to ahmaddiya mosques in the past 30-40 years and made the people’s lives unbearable. even the kalima and quranic verses were brushed over. if islamic republic of pakistan allowed it then then what’s wrong with india accepting it?,1,Normal
 pls islami taleemat ko mat target karo. allah karim aour humerey pyaary nabi saw. ke har baat main hikmat aour insan ke kamyabi hai. ager mard ke achi sehat ho tou aik biwi usko pora time nai deh saktei. phir sabar aour bardasht he hai.,1,Normal
 hindu monkey ko pakistan ka itna khouf khai ja raha he ke kahn ab ke pakistan ke sath jang hoi to pakistan tamam agley pichley hisab brabar karey ga our haqiqt me bhi pakistan endian ke sath hisab brabar krey ga,2,Religious Hate
"well said, don't play with someone's feelings bhenchod..",4,Profane/Untargeted
ab ye wahn bhi ghasety jayengy ia allah pak ny in sa hisab to lena ha akhar itny logo k baduayn han inhyn ink waqat bhot qareeb ha ia,2,Religious Hate
  tu b to lrki e h aja😂😂,3,Sexism
ye tu fakhar ki baat ha imamat tu rasoolallah ﷺ ka paisha ha .... yahodi agent say tu behtar ha.,2,Religious Hate
"unhain to horain nazar aa jati hain injection lagne se, awam ko jinnon k siwa kuch nazar nahi aa raha",1,Normal
jo garib hy lockdown ki waja sy khana lene ka paise ni hy un k pas mobile or internet hu ha apply krne k liye?,1,Normal
waise tumhara role pmln main gaon kay mirasi jaisa hai ch ki tareefain kerna aur ch kay bachon k khanay kerna 🤣🤣🤣,0,Abusive/Offensive
 aap ki bhi alag he dunya hai,1,Normal
 allah ki qasam aj ap ki khud ki respect khtam ho gai meri nazar mn warna me ap ko acha politician samjhta tha.,1,Normal
kadiyani kafir thay hain aur hamesha harain gay. ye dajjali fitnay ki ek kari hain. aur inkay supporters hum main bhe jo chupay howay hain wo bhe khanzeer kafir he hain. lannat beshomar kadiyanio pr.,2,Religious Hate
tu khandani ghasti hai to bolti ra tery lye mai hu yaaha tu jo mera ukhaar sakti hai ukhaar gastii,3,Sexism
bhenchod what a goal!,4,Profane/Untargeted
rt : sid is more popular than salman hijra #evictasimriaz,3,Sexism
"ex ahmdi se insan bun gai kafi hai na 😇,2018-11-03 14:41:29",2,Religious Hate
rt : itni choti boundry bc cover drive pe six lag jana hai.  #qgviu,4,Profane/Untargeted
   fakhr bhai shfkat kijye bacha bht dor se gya hua hai..💞,1,Normal
haan to chutiye that's what his point is. apke abba nawaz ne kuch banaya he nhi hai. bharwe,0,Abusive/Offensive
"bharwe ne machaya shor, tak thaiyya thaiyya",0,Abusive/Offensive
paisay ganjay nei daine hain aur mout iss beghairat ko pari hai,0,Abusive/Offensive
"yeh aap ki bhool hai, ik khud kehta tha leader theek ho to neechay sb theek hota hai, ab ye to pehlay imran khan jhoot bolta tha ya ab aap log jhoot boltay hein",1,Normal
 kya pata aesa na ho.,1,Normal
'the wind'??? kitna bara rundi ka bacha hai yeh khabees,0,Abusive/Offensive
rt : ye jo bhenchod ko bhenc*hod likhte hai wo sach mein bhenchod hote hai.,0,Abusive/Offensive
to ma ny b ye he kha or phir ap log fahad bhai ki raye k pechy q par gye ho,1,Normal
kali kuti rundi pudi,3,Sexism
falasteen ma kya hok raha ha..kashmir ma kya hoo raha ha..barma ma kya hoo raha ha...sb ko pata ha...or hmm musalman allmi adalato k neechay bathay baan...insaaf k lia...allmi adalto ma kn haan...yahodi un sa insaaf k talabgaar ho..,1,Normal
sab nay mil kar. ,1,Normal
"i want to say that give to moulana any kind of gali or bad words this is like directly target islam don,t go on any kind of  yahhodi sazish i am not saying imrankhan is yahoodi   ,look our army should not take the responsiblity in goverment they should do thier work god bless you",1,Normal
oh bhen chod ye tou apny elaka may hara hai mc is ki tou baat hi na suno..,0,Abusive/Offensive
 kabhi kabhi to chalta hy na ..thora bht 🙊,1,Normal
 to phir aap bill pay ker k lai jain!,1,Normal
      acha phir doctor ko check karwao or ma asim azhar k i nhi fahad bhai ki bat kar rhi hn don't blame him,1,Normal
me nh download pe lgai hui ha😂😂,1,Normal
rt : pls put your arm around me randi pls love me bharwe,3,Sexism
kiya pakistan main asa tv show bhi ho sakta hai kabhi || smart facts ,1,Normal
pasy un k zaya hoe han ap k to nhi na jo itna bharak rhy ho🙄,1,Normal
rt : lq walo ne gladiators ko glti se kings smjh liya he shyd,1,Normal
 kya bat he teri durani tujhe he sikh he awam ka koi dhang ke bat nai tweet kar sakta,1,Normal
you guys must be drinking halala cow urine with isi mark ðÿ˜‚,2,Religious Hate
" thanku so much nadia jamil sahiba ap meri favourite actress hn jo k aik imp cause k lie kam kr rhi hn, allah apko is me kamiyab kre, ameen.",1,Normal
chly phr muh sedha kry ap bhi..😒,1,Normal
"we met for a reason. you are either a blessing, a lesson, or a bhenchod✍️",0,Abusive/Offensive
uski maa gayi thi tipu ke pas...isliye ye half breed bhaunk raha hai,0,Abusive/Offensive
pakistani randi,3,Sexism
prh ly bhenchod,0,Abusive/Offensive
tatti se yaad aaya teri ammi theek hai halala ki aulaad,2,Religious Hate
 toh ap bhi na laro..😂,1,Normal
haha jaat dikha di bsdk antankbadi halala ki aulaad teri ammi ka halala hua tha phir to randi ke bacheðÿ¤£ðÿ¤£ðÿ˜…,2,Religious Hate
rt : laanat hain anurag thakur. “goli maro...”,0,Abusive/Offensive
he was born through halala.,2,Religious Hate
kuch log rishto ko apnate km aur azmate ziada hein...,1,Normal
"jaane kab kaun kise maar de kaafir keh ke, sheher ke sheher musalmaan hua firta hai",2,Religious Hate
mu se beta angoor khane ki tameez naa ho toh gaand se akhrot todne ki baat nhi krte🤣🤣🤣🤣,0,Abusive/Offensive
"she is bussy in dreaming of akhrot 😭😭😭,2016-09-24 17:53:58",3,Sexism
mn bhai nahi .bhen hn 😠😠dosri bt ya k ap dil py ly gy .mtti pao,1,Normal
hindu dharm ka matlab samajh pehle puppet khali bhaunk aur bhaunk iam enjoying ur bark 😂😂😂😂,2,Religious Hate
sher nhe kuttay ki moat kara gaya khanzeer ky hathon 😁😁,0,Abusive/Offensive
jab sy tu rundi hoi hai her kutty bilay ki fikar hai tumain,3,Sexism
  ugly to hu na yar😔,1,Normal
tm sirf bharwe ho,0,Abusive/Offensive
 lant hy teri aagli pecchli tweet pe or tum pe or qadyanion pe or kuch ?,2,Religious Hate
maa k hukam par amal b to krna 😅,1,Normal
koi chupay na chupay my aaa gya .... koi nahi ata 😑,1,Normal
 kia mein wohi samjha ho jo aap kah rahe hain 😋,1,Normal
lo aik or phudi a gayi tension mat lo sab ki bari bari maroun ga...lun ki pujaraanioun ho saari👙👙👙,3,Sexism
ye november ki her 11 ko apni didi ki choot or upto 70% discount ka banner laga kr ghar se nikal parta hai ksi gareeb randian maa ka poor bhenchod son,0,Abusive/Offensive
"i heard some true stories k shaadi ki raat ko dulhan ko hospital lejanaa parh gyaa emergency mein, 4 5 case pata chalay mjhe  bhaai, biwi leke aatay ho rundi nahi! ek to bichaari waisi hi itna dari hue hoti hogi or upper se aisay janwar ban jaaatay hain yeh sastay mard",1,Normal
fasla rakain bad mein ap kehty hn mein apny ghar walon ki marzi say shadi krni ha,1,Normal
kya aap ki twich me keera 😅 (2),0,Abusive/Offensive
"celebrates birth anniversary of terrorists like afzal guru, enjoys martyr of our soldiers, hangs portrait of lord rama, support kiss of love campaign. and talks about changing india. mooh se papad todna nahi ata aur dusroko g**d se akhrot todna sikhate he ye log. #jnu",0,Abusive/Offensive
 😕😕mobile kahan sa aagya bech main😕,1,Normal
teri ma ki choot takle tujhse achchhi hindi bolne aati hai tumlog ne saale pure desh ko barbaad kar rakha hai,0,Abusive/Offensive
"teri randi maa ki choot maron, heera mandi ke bache, tu pmln ko follow karta hai.  tera baap to tere maa ke yaar modi ko ghar bulata hai. teri maa ki choot mein modi ka l, modi tera baap hai aur ghairat ki baat karta hai? harami kuttay, randi ke bache patwari.",0,Abusive/Offensive
loag kitne passive aggressive hogaye hain bhenchod kiunn kis baat ka sukoon milta hai??!,4,Profane/Untargeted
visa dila do is bc ko,0,Abusive/Offensive
ek banda meri tatti tweets bhi rt krta hai bc itna die hard fan hai mera 😥,4,Profane/Untargeted
akhrot ki barfi,1,Normal
pakistan ke khelaf uthne wale har awaz ko hmesha hmesha k leye band kar de jai ge uthne wale har qadam ko kat dia jai ga we are #pakistan,1,Normal
"hein🤔 hamara pm charsi hai??😱,",0,Abusive/Offensive
nhi nhi 😂i'm not that nashai or kinda charsi chic,1,Normal
bhai matlab ya howa k chaki wala aata sasta howa ha,1,Normal
jo bi jata ha un ka viza lagta ha 15 day 28 day 45 day ya 30 jb jb time end ho ga wps to ay gy na,1,Normal
tere se badi ghtiya auraat nehi dekha such main i hpoe teri maa ke saath koi aisa hi  beahave  kare tab bhi tereko aisa hi lagega.. such main yaar aab samajh main aya ki banoo main teri dulhaan main tujhe sindoora ka role kyu offer kiya gaya tha. shameless & hypocrite lady ever!,1,Normal
jo teri maa ki nangi tasweeren banwa kr pakistan me banta karta tha tha voh imran ni  farari shareer loharan qatar wali ka aaba tha ... sale bharwe,0,Abusive/Offensive
 apko kon nahi yad ata ? 😂,1,Normal
pahly greb kro bad ma kfalt kro achi policy ha,1,Normal
yahoodi kabhi hamara dost nhi ho sakta,2,Religious Hate
neend k liye kosish nhi mehnat krni parti ha😃🤣,1,Normal
  ye baat purani ha koi nai baat btao♥♥♥,1,Normal
es bhen chod ka kam rundian ko self satisfaction dyna nd dream dekhna,0,Abusive/Offensive
laanat ho tmhare upr kutto,0,Abusive/Offensive
uneducated. agar maa baap ne sikhaya hota ki dusro ki izzat karni chahiye to yeh naubat nhi aati. ya tumhare acc. maa baap bhi paise lete h apne bache ko sanskaar dene k liye.,0,Abusive/Offensive
oye youthye kisi awara randi ke thook tomary bachon pay aur tera bapp zakat chore yahodi fund chore apni shkal rakh aur apny harami maa bapp pey lant behjh aur thoo teri maa pey jis ne tujy piyda kiya,0,Abusive/Offensive
nh bnde mae koi haya hte😂😂khud ko he marasi khaelwa lya😂😂,0,Abusive/Offensive
 teri tweets show he nhi hoti ruk bell icon dubata 😂,1,Normal
asal may hm nay apny ap ko itnaa giraa diyaa hy k hm sirf naam k muslim reh gy hain or yehii wajaa hy k yahodi hm pr ghalib ho rhy hain kaaaash k hm  mutahid ho jyn.....,1,Normal
ise common man ni  mirasi pan kehte haun,0,Abusive/Offensive
lanati h ye,0,Abusive/Offensive
 😕😕😕  tum bs na kia karo khilany pilany wali baatein 😑,1,Normal
abyy sun lund h mera mota gand h teri choti.  nichhy teri baji ka randi khana.  upr teri ammi ki kothi ✋😂,0,Abusive/Offensive
   na tmre pas jism na shakl na aql moti saaand mun ase jse gobar ka dher opr 10 pkoro jitna bra naaak durr fitty mun budhi ghori laal lagam,0,Abusive/Offensive
muh me inke daant nahi.. aur ****** se akhrot todne ki baat momos wale,0,Abusive/Offensive
apke shadi be isi company ky owner sy ho gi🤣🤣,1,Normal
 tum nay board ma top kyea huya hai,1,Normal
 jab ap kisi se beinteha mohobaat krty hain naw or wo apko chor de tw apke rooh maar jati hai jism baqi reh jata hai or agr phir wohi jaany wala waps aana chahy tw bacha hoa  jism bhe maar jata hai💔,1,Normal
  pesy tu dy 😂,1,Normal
"isn't this wrong? correct me if i'm wrong. as far as i know, the word 'randi' means prostitute or widow, some dialect scene idk and is nowhere near 'slut'. also there is no such translation in hindi for 'slut' whatever the behavioural aspect is associated to that word.",1,Normal
gham jung ka nahi hai gham yeh hai issy bhi parhna parhega bhenchod social studies me,4,Profane/Untargeted
shaid aap ulta likh gaye hain,1,Normal
ayub khan ke paidawar hoo tum! parchi walai selected hijra chairman ho tum.,3,Sexism
tu apni ma chudane bhich me hi rahta be bosdk,0,Abusive/Offensive
it is cleared now asim use krr rha tha sid koo.agar sid n hota yeh fisrt two weeks mein nikal gya hota.he is a thankless person. tbb to  bdaa bhaunk rhi thi himanshi mujse door rhoo mai engaged hoon. fir abb kyn chaat rhi haj asim ki. #evictasimriaz #staystrongsidshukla,0,Abusive/Offensive
ye sana or uska bhai kese sun raha behan ke liye hahahs always supports  #rashamidesai #stopdegradingrashami,1,Normal
"rt : kitne vaade, kitni baatein baaki hain kitne din aur, kitni raatein baaki hain.",1,Normal
  bhai tum bhi jara ye dekho.  ,1,Normal
svl phudi ko bol unblock kare bharwa,0,Abusive/Offensive
girls keep calling me nice?? and sweet??? toh date kar na,1,Normal
jazz waly itny harami hay yeh pkg ho jai tab bhi ni btaty aur balance khatam hony k baad btaty k ap internet begher bundle k istmal kar rai,2,Religious Hate
    kuraan phadne ko bol rhaa hai  tu hi phad or phd kar us par ache se,1,Normal
 kon atnaa text karta hy apko ka ya nobat a gai,1,Normal
 mr chips to syllabus sey nikal ni diya tha???,1,Normal
  wo wapis nhi jayegi kyuki wo uss team ko pasand nhi krti agar app ne clearly dekha ho,1,Normal
ek yahoodi ka hazarat imam jafar sadiq (r a) se sawal aap kehte ho allah har cheez par qadir hai.. kia allah is cheez pr qadir hai kay aasman ek choti sheeshi mein daal de naa sheeshi badi ho or naa he asmaan chota ho kia apka allah itni taqat rakhta hai,1,Normal
"rt : main to nagar haath ke moongfali told leta, air akhrot bhi",1,Normal
    bhai abi in chkro m parny ka faida nhi q k agr hm is begas m pr gy to aurat march y twajo hat jay gi so plz ye bat hm bad m kry gy or daleel sy kren gy,1,Normal
   expire hogy sb ny rona 😂,1,Normal
yr cute lgti ha mujhy 😅😂,1,Normal
ah khuda is yahoodi agent se hmari jan chura,2,Religious Hate
"everytime i am leaving for isb abba holds my hands and says ""phir kab aao gi"" and thats makes me think ""bhar mein jaae uni mujhe apke paas hi rehna hai baba""😭😭😭",1,Normal
fuck this im so goddamn pissed bhenchodo aik insaan ki zindagi tabah karke kia milta hai tum madarchodo ko? chutiye haramzaday. lun pe charhe ye mulk. azaab lao bhenchod bohat bardasht kar liya inhe,0,Abusive/Offensive
basically aap log chahtay hain k lock down ho or hum phir ghareeb pe 0olitics krain k ik nay mar dia ghareeb ko. but allah is with ik,1,Normal
aaj kal woh mirasi bun ker razaii mein so ry 😂😂,0,Abusive/Offensive
ahmdi noorani teri baji nu la***n madr chod,0,Abusive/Offensive
mny kb kia jo galat bola us ki sorry bhi to ki na,1,Normal
rt : no one  ammi: akhrot (walnuts) dimagh k lye achay hotay hain dekho unki banawat bhee aisee hai,1,Normal
tere pakistan ki to maa ko sare world ne choda.bhenchod india ke bacche chup.,0,Abusive/Offensive
sahi kaha agr wo waqi betion ko rehmat smjhta tu wo 4 ka baad 5va bacha nai krta usna 5va bacha hi junior afridi ki khatir kia q ka uski choti soch aurton ko cricketer bnana bura smjhti hai aurat koi bacha paida krna ki machine ni. #shameonshahidafridi,1,Normal
"actually yeh hi hijra sarkar hai, agar dam hai toh kashmiriyo ko band kyu kiya hai. hijra hi pm hai",3,Sexism
 tu asal haramda hai kottiya k beche pasisa le kar apni maa ko sale kar deta hai apni shakal de harami likha hai mulak k gerdaro ko mout milni cheye thi,2,Religious Hate
sir charsi kehta hai jo maza marnay mn hai woh maza jinay men kahan 😂😂😂,1,Normal
 allah apko hidayat dey apky mutalbaat ur naro mey zameen asmaan ka farq hey . ye march inteshar phelany k ilawa kisi baat ka hal nikalny k kabil nai .,1,Normal
  koi uss ki bhi majbori ho gi shayed,1,Normal
 apny ni krni?😔😂,1,Normal
 tum to celeb ho,1,Normal
 oh wah keya bat hai seekh rehi ho 😂,1,Normal
  hoti hai kuch bt sab nae still there exist few loyals 🌚🌚♥️♥️♥️,1,Normal
 nhi yr dekho ab 50-50 hogya h toh kuch kh nhi skte hum ab na baaki intazaar h dekho,1,Normal
 toe phir jo bhi pakistan ki jailon mein qaid hain un sab ko bho chhor diya jaye kyun k un sab k bhi maabaaqbhenbhaibete aur betiyan bhi hon gi aur un mein se bhi koi na koi bemaar bhi ho ga???????,1,Normal
"minus (randi) she might have sold her soul, but body i don't know which allah ki mullah has purchased it.",2,Religious Hate
 ab inka haal uss mazloom bacchay jaisa hai jisko qari sahab nay mazzay lenay kay baad paisay nahi diay na bata sakty hain na dikha sakty hain kay kya hua,1,Normal
bhenchod sab mil kay chutiya bna rahe hain,0,Abusive/Offensive
 ye satu kya hota hai wese,1,Normal
rt : word: ikr  synonym: chal haat baap ko maat seekha.,4,Profane/Untargeted
"aik din tu na milega, tera naam phir bhi rahega💔"" believe me most of us are missing  voice from psl anthem, tbh! his voice was 'jaan' of psl ❤️. #pslv #tayyarhain #alizafar #pakistan #tayyarhain",1,Normal
 yeh chakkha enjoy karein aap,1,Normal
teri maa ki choot daly dabu zulfi bukhari ka naam ecl sy1 ghanty ma nikalwa lia tha us sy to koi guarantee ni li gae thi.bhen chodo awam ko chutiya banaya hua hai.kanjro,0,Abusive/Offensive
ya allah.. yeh tu din ba din qandeel bloach ban rehi,3,Sexism
ab fati tumari madar chod abhi tk to badi shanti wadi bat krrha tha tu bhen chod,0,Abusive/Offensive
see this bollywood's randdi #sham on u the bloody doggy,3,Sexism
mere se bhi fadwalo ek bar apna chut,3,Sexism
abe bhaunk mat. mere bete mere laal. aaja baap ka pyar lele. tu baccha hai aur rahega. manne bera ni duniya tere bare me kya bolti hai par tu rahega mera hi beta. aur yeh rajneeti me tum abhi janme ho. rehne de pange mat le,0,Abusive/Offensive
mein muddaton ka charsi aur wo gold leaf si larki ~ type feelz.,1,Normal
omg that would be the ugliest 😭😭 but at the same time is highly possible too😔,1,Normal
  mn bhi miss kr raha tery ko nhi dry fruits ko tcs kra jaldi 😂😂😂😆,1,Normal
 ammi ki chappal se,1,Normal
 jitny pasy bharny us hisqb se jo acha lagy,1,Normal
